[2025-12-30 21:13:14] [INFO    ] discord.client: logging in using static token
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 13, 'op': 0, 'd': {'version': 1767125601511, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 18, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958620197519481', 'deny': '0', 'allow': '3072'}], 'parent_id': '1454958648978706608', 'nsfw': False, 'name': 'graveyard', 'last_message_id': None, 'id': '1454958653500162264', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 14, 'op': 0, 'd': {'version': 1767125601514, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 19, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958616564990146', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958617584468133', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958648978706608', 'nsfw': False, 'name': 'feedback', 'last_message_id': None, 'id': '1454958655475679495', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 15, 'op': 0, 'd': {'version': 1767125601520, 'type': 4, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'OVERSEER RELATIONS', 'id': '1454958657090621462', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 16, 'op': 0, 'd': {'version': 1767125601525, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 20, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958657090621462', 'nsfw': False, 'name': 'announcements', 'last_message_id': None, 'id': '1454958659338637445', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 17, 'op': 0, 'd': {'version': 1767125601530, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 21, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958657090621462', 'nsfw': False, 'name': 'death-reports', 'last_message_id': None, 'id': '1454958661033263307', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 18, 'op': 0, 'd': {'version': 1767125601535, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 22, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958657090621462', 'nsfw': False, 'name': 'overseer-status', 'last_message_id': None, 'id': '1454958662631030800', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 19, 'op': 0, 'd': {'version': 1767125601538, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 23, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958657090621462', 'nsfw': False, 'name': 'map', 'last_message_id': None, 'id': '1454958663889584323', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 20, 'op': 0, 'd': {'version': 1767125601543, 'type': 4, 'position': 4, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'DAYCHAT', 'id': '1454958665173045407', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 21, 'op': 0, 'd': {'version': 1767125601547, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 24, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'day-discussion', 'last_message_id': None, 'id': '1454958667274260562', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 22, 'op': 0, 'd': {'version': 1767125601550, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 25, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'megaphone', 'last_message_id': None, 'id': '1454958669614813278', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 23, 'op': 0, 'd': {'version': 1767125601555, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 26, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'vote-session-1', 'last_message_id': None, 'id': '1454958671221227541', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 24, 'op': 0, 'd': {'version': 1767125601566, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 27, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'leader-election-1', 'last_message_id': None, 'id': '1454958673381298400', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 25, 'op': 0, 'd': {'version': 1767125601575, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 28, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958665173045407', 'nsfw': False, 'name': 'vote-count', 'last_message_id': None, 'id': '1454958674807099414', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 26, 'op': 0, 'd': {'version': 1767125601581, 'type': 4, 'position': 5, 'permission_overwrites': [{'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958616564990146', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'PUBLIC CHANNELS', 'id': '1454958676153733214', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 27, 'op': 0, 'd': {'version': 1767125601591, 'type': 4, 'position': 7, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'HOUSES', 'id': '1454958681006411962', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 28, 'op': 0, 'd': {'version': 1767125601594, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 30, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958681006411962', 'nsfw': False, 'name': 'house-1', 'last_message_id': None, 'id': '1454958682201788618', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 29, 'op': 0, 'd': {'version': 1767125601600, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 31, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958681006411962', 'nsfw': False, 'name': 'house-2', 'last_message_id': None, 'id': '1454958683497693367', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 30, 'op': 0, 'd': {'version': 1767125601604, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 32, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958681006411962', 'nsfw': False, 'name': 'house-3', 'last_message_id': None, 'id': '1454958684903051285', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 31, 'op': 0, 'd': {'version': 1767125601607, 'type': 4, 'position': 8, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'ROLES', 'id': '1454958686400413917', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:20] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 32, 'op': 0, 'd': {'version': 1767125601617, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 33, 'permission_overwrites': [{'type': 0, 'id': '1454958616564990146', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958686400413917', 'nsfw': False, 'name': '1', 'last_message_id': '1454974432987582556', 'id': '1454958687730008197', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 33, 'op': 0, 'd': {'version': 1767125601639, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 34, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958686400413917', 'nsfw': False, 'name': '2', 'last_message_id': None, 'id': '1454958688849629235', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 34, 'op': 0, 'd': {'version': 1767125601645, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 35, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': '1454958686400413917', 'nsfw': False, 'name': '3', 'last_message_id': None, 'id': '1454958689994670224', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 35, 'op': 0, 'd': {'version': 1767125601656, 'type': 4, 'position': 9, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'ALTS', 'id': '1454958691332653245', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 36, 'op': 0, 'd': {'version': 1767125601660, 'type': 4, 'position': 10, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'DEAD RC', 'id': '1454958693014835264', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 37, 'op': 0, 'd': {'version': 1767125601665, 'type': 4, 'position': 11, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'INACCESSIBLE HOUSES', 'id': '1454958694944084133', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 38, 'op': 0, 'd': {'version': 1767125601668, 'type': 4, 'position': 12, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}], 'parent_id': None, 'name': 'OLD PCS', 'id': '1454958696210890822', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_ROLE_DELETE', 's': 39, 'op': 0, 'd': {'version': 1767125601683, 'role_id': '1454958613813661942', 'guild_id': '1454591243609968734'}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_role_delete
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 40, 'op': 0, 'd': {'user_id': '1454589207275245750', 'target_id': '1454958613813661942', 'id': '1455655020648206377', 'changes': [{'old_value': 'Spectator', 'key': 'name'}, {'old_value': 0, 'key': 'permissions'}, {'old_value': 16752128, 'key': 'color'}, {'old_value': False, 'key': 'hoist'}, {'old_value': False, 'key': 'mentionable'}, {'old_value': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 16752128}, 'key': 'colors'}], 'action_type': 32, 'guild_id': '1454591243609968734'}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-12-30 21:13:21] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1454591243609968734/roles/1454958613813661942 with None has returned 204
[2025-12-30 21:13:21] [DEBUG   ] discord.http: DELETE /guilds/{guild_id}/roles/{role_id} has found its initial rate limit bucket hash (8dbd4a13902854bac01c2d725f4172db).
[2025-12-30 21:13:21] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1454591243609968734/roles/1454958613813661942 has received 
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_ROLE_DELETE', 's': 41, 'op': 0, 'd': {'version': 1767125602046, 'role_id': '1454958614816231549', 'guild_id': '1454591243609968734'}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_role_delete
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 42, 'op': 0, 'd': {'user_id': '1454589207275245750', 'target_id': '1454958614816231549', 'id': '1455655021831127091', 'changes': [{'old_value': 'Overseer', 'key': 'name'}, {'old_value': 8, 'key': 'permissions'}, {'old_value': 255, 'key': 'color'}, {'old_value': False, 'key': 'hoist'}, {'old_value': False, 'key': 'mentionable'}, {'old_value': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 255}, 'key': 'colors'}], 'action_type': 32, 'guild_id': '1454591243609968734'}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-12-30 21:13:21] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1454591243609968734/roles/1454958614816231549 with None has returned 204
[2025-12-30 21:13:21] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1454591243609968734/roles/1454958614816231549 has received 
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 43, 'op': 0, 'd': {'user': {'username': 'dsafj9u8eahf0we', 'public_flags': 0, 'primary_guild': None, 'id': '795804609263435817', 'global_name': None, 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-12-28T17:40:26.501000+00:00', 'guild_id': '1454591243609968734', 'flags': 1, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event member_update
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 44, 'op': 0, 'd': {'version': 1767125602435, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 11, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': None, 'nsfw': False, 'name': 'rules', 'last_message_id': None, 'id': '1454958641668165652', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2025-12-30 21:13:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 45, 'op': 0, 'd': {'version': 1767125602438, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 12, 'permission_overwrites': [{'type': 0, 'id': '1454591243609968734', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1454958618871988315', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958617584468133', 'deny': '2048', 'allow': '1024'}, {'type': 0, 'id': '1454958620197519481', 'deny': '2048', 'allow': '1024'}], 'parent_id': None, 'nsfw': False, 'name': 'mechanics', 'last_message_id': None, 'id': '1454958642775330983', 'guild_id': '1454591243609968734', 'flags': 0}}
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-30 21:13:21] [DEBUG   ] discord.client: Dispatching event guild_channel_update
